OG,lnL_Null2,lnL_Null05,lnL_ML2,lnL_ML05,lnL_Fix,W_Null2,W_Null05,W0_ML2,W1_ML2,W0_ML05,W1_ML05
N1.HOG0034439,-21873.73,-21873.73,-21862.81,-21862.81,-22299.42,0.29825,0.29825,0.35636,0.25786,0.35636,0.25785
N1.HOG0034441,-15166.25,-15166.4,-15150.12,-15149.96,-15326.64,0.40051,0.39658,0.48391,0.30082,0.48987,0.30263
N1.HOG0034445,-20680.38,-20680.38,-20680.35,-20680.35,-20909.68,0.27031,0.27031,0.27208,0.26708,0.27208,0.26708
N1.HOG0034454,-7860.087,-7860.087,-7858.705,-7858.705,-7998.014,0.17103,0.17103,0.17904,0.14473,0.17904,0.14473
N1.HOG0034456,-20235.93,-20235.93,-20224.23,-20224.23,-20268.52,0.41493,0.41493,0.3721,0.53429,0.3721,0.53429
N1.HOG0034458,-33626.02,-33626.02,-33616.21,-33616.21,-33841.5,0.28153,0.28156,0.29429,0.21131,0.29429,0.21132
N1.HOG0034459,-16771.89,-16771.89,-16768.41,-16768.41,-16910.75,0.32148,0.32148,0.34113,0.271,0.34113,0.271
N1.HOG0034460,-12216.81,-12216.81,-12202.77,-12202.77,-12552.26,0.12503,0.12503,0.14093,0.07481,0.14093,0.07481
N1.HOG0034463,-15949.96,-15949.96,-15940.26,-15940.26,-16481.23,0.06362,0.06362,0.06949,0.03957,0.06948,0.03959
N1.HOG0034464,-12679.98,-12679.98,-12678.94,-12678.94,-12904.23,0.11541,0.11541,0.11928,0.09893,0.11927,0.09893
N1.HOG0034465,-16966.06,-16966.11,-16965.96,-16964.84,-17170.92,0.17446,0.1762,0.17763,0.14674,0.17627,0.14821
N1.HOG0034472,-18529.21,-18529.21,-18529.11,-18529.11,-18807.37,0.18522,0.18522,0.18674,0.18017,0.18674,0.18017
N1.HOG0034474,-22045.94,-22045.94,-22030.24,-22030.24,-22421.1,0.16058,0.16058,0.17434,0.10502,0.17434,0.10501
N1.HOG0034476,-9379.895,-9379.895,-9379.711,-9379.711,-9512.561,0.28098,0.28098,0.2877,0.27099,0.2877,0.27099
N1.HOG0034477,-22749.39,-22749.39,-22734.56,-22734.56,-23238.56,0.14868,0.14868,0.16106,0.10304,0.16106,0.10304
N1.HOG0034479,-19128.87,-19128.87,-19121.86,-19121.86,-19242.64,0.35167,0.35167,0.37444,0.26849,0.37444,0.26849
N1.HOG0034480,-12396.74,-12396.74,-12393.94,-12393.94,-12762.11,0.10079,0.10081,0.10703,0.08217,0.10705,0.08225
N1.HOG0034481,-75093.67,-75093.67,-75059.65,-75059.65,-76003.76,0.24803,0.24803,0.26616,0.1887,0.26616,0.1887
N1.HOG0034482,-16502.58,-16502.58,-16501.36,-16501.36,-16932.52,0.11134,0.11135,0.11511,0.09936,0.11512,0.09938
N1.HOG0034484,-14933.1,-14933.1,-14927.97,-14927.97,-15151.88,0.20138,0.20138,0.21307,0.15552,0.21307,0.15559
N1.HOG0034486,-32150.68,-32150.68,-32150.52,-32150.52,-32314.26,0.26806,0.26806,0.2663,0.27705,0.2663,0.27704
N1.HOG0034487,-36372.46,-36372.46,-36357.26,-36357.26,-36636.45,0.21699,0.21699,0.22689,0.1424,0.22689,0.1424
N1.HOG0034489,-14161.41,-14161.41,-14161.06,-14161.06,-14422.78,0.15671,0.15671,0.15964,0.1475,0.15964,0.14751
N1.HOG0034490,-10126.51,-10126.51,-10126.29,-10126.29,-10268.07,0.17708,0.17708,0.17987,0.16677,0.17987,0.16676
N1.HOG0034491,-49017.26,-49017.26,-49009.31,-49009.31,-49564.19,0.22226,0.22227,0.23139,0.18676,0.23139,0.18676
N1.HOG0034492,-21642.85,-21642.85,-21626.99,-21626.99,-21945.95,0.1853,0.1853,0.20098,0.1191,0.20098,0.1191
N1.HOG0034493,-35932.83,-35932.83,-35914.07,-35914.07,-36190.36,0.26007,0.26007,0.27395,0.16897,0.27395,0.16897
N1.HOG0034494,-6128.257,-6128.257,-6128.138,-6128.138,-6251.008,0.11054,0.11056,0.10878,0.11739,0.10881,0.11746
N1.HOG0034497,-11442.57,-11442.57,-11424.07,-11424.07,-11659.29,0.19386,0.19386,0.21869,0.10963,0.21869,0.10964
N1.HOG0034498,-15922.55,-15922.55,-15922.52,-15922.52,-16101.79,0.14138,0.14138,0.14073,0.14473,0.14075,0.14472
N1.HOG0034500,-19366.49,-19366.49,-19359.79,-19359.79,-19485.02,0.32426,0.32426,0.34016,0.23942,0.34016,0.23942
N1.HOG0034501,-22380.53,-22380.53,-22379.83,-22379.83,-22578.1,0.20414,0.20413,0.20751,0.18677,0.20751,0.18676
N1.HOG0034502,-12468.38,-12468.38,-12467.77,-12467.77,-12582,0.22935,0.22936,0.23418,0.20711,0.23418,0.20711
N1.HOG0034503,-8022.857,-8022.857,-8020.607,-8020.607,-8110,0.23942,0.23943,0.25173,0.1899,0.25173,0.1899
N1.HOG0034504,-8068.31,-8068.31,-8058.383,-8058.383,-8266.956,0.08762,0.08762,0.09871,0.03907,0.09872,0.03906
N1.HOG0034506,-3591.43,-3591.43,-3591.35,-3591.35,-3619.475,0.30019,0.30019,0.30596,0.28448,0.30597,0.28448
N1.HOG0034507,-4533.954,-4533.954,-4530.027,-4530.027,-4585.813,0.31139,0.31139,0.3577,0.22579,0.3577,0.22579
N1.HOG0034508,-7574.634,-7574.634,-7569.332,-7569.332,-7666.539,0.25183,0.25183,0.27399,0.17289,0.27399,0.17289
N1.HOG0034511,-29370.75,-29370.75,-29338.76,-29338.76,-29695.8,0.20176,0.20176,0.2182,0.10334,0.21819,0.10334
N1.HOG0034512,-14548.44,-14508.81,-14488.84,-14552.19,-14930.38,0.07627,0.11321,0.12774,0.04584,0.13976,0.05054
N1.HOG0034513,-21596.37,-21596.37,-21594.77,-21594.77,-21676.62,0.34623,0.34623,0.35463,0.29862,0.35463,0.29862
N1.HOG0034515,-13005.83,-13005.83,-12995.65,-12995.65,-13231.33,0.18033,0.18033,0.19551,0.12091,0.19551,0.12091
N1.HOG0034516,-14427.82,-14427.82,-14419.02,-14419.02,-14687.39,0.16391,0.16391,0.17672,0.11335,0.17672,0.11335
N1.HOG0034517,-15464.93,-15464.93,-15408.98,-15408.98,-15753.3,0.19465,0.19466,0.22783,0.06892,0.22779,0.06895
N1.HOG0034518,-7975.617,-7975.617,-7974.666,-7974.666,-8115.862,0.14044,0.14044,0.14615,0.11805,0.14615,0.11806
N1.HOG0034519,-10411.99,-10411.99,-10406.9,-10406.9,-10599.26,0.27993,0.2799,0.3188,0.23421,0.31885,0.23424
N1.HOG0034521,-29073.25,-29073.25,-29073.17,-29073.17,-29387.09,0.18952,0.18952,0.18849,0.19396,0.18848,0.19396
N1.HOG0034522,-14173.88,-14198.33,-14180.3,-14091.42,-14159.52,0.2737,0.5,0.13177,0.31498,0.16155,0.46517
N1.HOG0034523,-10830.18,-10835.86,-10774.78,-10926.08,-11871.54,0.05217,0.0527,0.08926,0.02041,0.08053,0.24636
N1.HOG0034525,-18796.9,-18796.9,-18793.86,-18793.86,-19135.82,0.14612,0.14612,0.15222,0.12209,0.15222,0.12209
N1.HOG0034530,-26427.49,-26427.49,-26419.03,-26419.03,-26540.34,0.27665,0.27665,0.28478,0.17829,0.28478,0.17829
N1.HOG0034531,-42863.42,-39779.76,-39621.85,-39759.77,-40528.73,0.19978,0.13371,0.12815,0.08088,0.15045,0.0862
N1.HOG0034532,-17442.2,-17442.2,-17436.89,-17436.89,-17743.8,0.16832,0.16832,0.17774,0.13171,0.17773,0.13171
N1.HOG0034533,-13665.26,-13665.26,-13633.93,-13633.93,-14118.37,0.08186,0.08186,0.09458,0.03181,0.09458,0.03182
N1.HOG0034534,-16482.92,-16482.92,-16464.75,-16464.75,-16759.23,0.14486,0.14483,0.16125,0.07386,0.16124,0.07385
N1.HOG0034536,-37603.68,-37603.68,-37597.77,-37597.77,-37930,0.2306,0.23061,0.24095,0.19156,0.24095,0.19155
N1.HOG0034537,-14439.12,-14439.12,-14438.33,-14438.33,-14688.43,0.16984,0.16984,0.17427,0.1555,0.17427,0.15551
N1.HOG0034539,-23320.11,-23477.11,-23467.01,-25945.67,-24028.91,0.05063,0.04514,0.08072,0.02894,0.51725,0.54607
N1.HOG0034540,-14286,-14286,-14284.91,-14284.91,-14444.31,0.28958,0.28958,0.2992,0.26385,0.2992,0.26385
N1.HOG0034541,-16984.31,-16984.31,-16981.1,-16981.1,-17249.74,0.15112,0.15112,0.15748,0.12221,0.15748,0.12218
N1.HOG0034542,-24004.09,-24004.09,-24003.7,-24003.7,-24509.23,0.11912,0.11912,0.11711,0.1255,0.11711,0.1255
N1.HOG0034546,-15713.16,-15713.16,-15694.01,-15694.01,-16180.27,0.11392,0.11398,0.13264,0.06806,0.13268,0.06808
N1.HOG0034547,-14857.62,-14857.62,-14850.8,-14850.8,-15160.91,0.15195,0.15195,0.16317,0.11204,0.16316,0.11203
N1.HOG0034550,-19167.84,-19167.84,-19152.33,-19152.33,-19604.14,0.15178,0.15178,0.16768,0.10499,0.16768,0.10499
N1.HOG0034552,-44434.37,-44434.37,-44433.28,-44433.28,-44588.75,0.28241,0.28241,0.28623,0.2551,0.28623,0.25511
N1.HOG0034554,-10682.33,-10682.33,-10670.18,-10670.18,-11027.32,0.15068,0.15068,0.17806,0.10712,0.17806,0.10712
N1.HOG0034556,-23955.36,-23955.36,-23954.44,-23954.44,-24212.62,0.27328,0.27328,0.28316,0.25723,0.28316,0.25723
N1.HOG0034558,-26745.79,-26745.79,-26702.22,-26702.22,-27276.21,0.19833,0.19833,0.2263,0.11467,0.22632,0.11466
N1.HOG0034562,-22454.52,-22454.52,-22436.04,-22436.04,-22761.5,0.22197,0.22197,0.24179,0.14582,0.24179,0.14582
N1.HOG0034563,-16535.34,-16535.34,-16534.81,-16534.81,-16693.04,0.27761,0.27761,0.28384,0.26037,0.28383,0.26037
N1.HOG0034564,-22875.6,-22875.6,-22875.27,-22875.27,-22969.05,0.3732,0.3732,0.37868,0.35433,0.37868,0.35433
N1.HOG0034566,-30421.81,-30411.08,-30391.88,-30396.66,-30938.98,0.19855,0.19216,0.20893,0.10848,0.20528,0.12088
N1.HOG0034567,-15555.99,-15555.99,-15535.19,-15535.19,-15819.11,0.25783,0.25783,0.29358,0.16857,0.29358,0.16857
N1.HOG0034568,-9885.104,-10194.05,-11320.29,-11293.29,-11495.86,0.02921,0.02485,0.06347,1.91217,0.59545,0.46492
N1.HOG0034569,-23224.42,-23224.42,-23197.72,-23197.72,-23743.02,0.15757,0.15757,0.1766,0.09938,0.1766,0.09938
N1.HOG0034570,-15365.72,-15365.72,-15365.39,-15365.39,-15564.17,0.21006,0.21006,0.21336,0.19838,0.21336,0.19838
N1.HOG0034571,-19151.28,-19151.28,-19144.49,-19144.49,-19370.65,0.22562,0.22562,0.23882,0.17458,0.23882,0.17458
N1.HOG0034572,-15700.4,-15700.4,-15699.79,-15699.79,-15842.04,0.22542,0.22542,0.2293,0.20578,0.2293,0.20578
N1.HOG0034573,-20454.38,-20454.38,-20425.72,-20425.72,-20898.34,0.14615,0.14615,0.16599,0.08002,0.16599,0.08002
N1.HOG0034577,-15404.93,-15404.93,-15403.35,-15403.35,-15514.13,0.28115,0.28115,0.28958,0.24259,0.28958,0.24259
N1.HOG0034579,-27013.41,-25550.59,-24644.34,-25967.49,-25240.36,0.23369,0.5,0.1755,0.09969,0.4461,0.51968
N1.HOG0034581,-17658.21,-17658.21,-17657.54,-17657.54,-17933.37,0.2262,0.22619,0.23191,0.21255,0.23191,0.21255
N1.HOG0034583,-13605.81,-13574.12,-14009.08,-14591.41,-14322.14,0.10179,0.11886,0.1938,0.11276,0.5101,0.53812
N1.HOG0034584,-14205.36,-14205.36,-14204.89,-14204.89,-14489.24,0.11877,0.11877,0.12109,0.10947,0.12109,0.10947
N1.HOG0034585,-23500.06,-23500.06,-23495.82,-23495.82,-23692.25,0.319,0.319,0.33535,0.27189,0.33533,0.2719
N1.HOG0034586,-23717.53,-23717.53,-23697.79,-23697.79,-24000.52,0.23221,0.2322,0.25317,0.15007,0.25318,0.15006
N1.HOG0034588,-12325.74,-12325.74,-12325.65,-12325.65,-12476.23,0.22094,0.22094,0.21771,0.22694,0.21771,0.22694
N1.HOG0034590,-26684.05,-26684.05,-26670.58,-26670.59,-26986.34,0.2347,0.23554,0.25248,0.16874,0.25202,0.1686
N1.HOG0034591,-15411.66,-15330.24,-15023.85,-15473.67,-15894.36,0.10156,0.06981,0.09432,0.04883,0.11767,0.06042
N1.HOG0034592,-26409.12,-26409.12,-26404.79,-26404.79,-26555.02,0.31546,0.31546,0.32545,0.25626,0.32545,0.25626
N1.HOG0034594,-31397.01,-31397.01,-31376.17,-31376.17,-31862.8,0.26265,0.26266,0.29153,0.19805,0.29153,0.19805
N1.HOG0034595,-6597.63,-6597.63,-6594.391,-6594.391,-6781.679,0.12811,0.12811,0.13918,0.09769,0.13918,0.09769
N1.HOG0034596,-9414.269,-9414.269,-9409.708,-9409.708,-9515.182,0.22016,0.22015,0.23271,0.15405,0.23271,0.15404
N1.HOG0034597,-12035.77,-11999.18,-11990.87,-11992.16,-12146.59,0.19202,0.21045,0.20791,0.1937,0.19848,0.17556
N1.HOG0034598,-24158.44,-24158.44,-24142.31,-24142.31,-24915.43,0.09991,0.09991,0.10986,0.0683,0.10986,0.0683
N1.HOG0034599,-8979.149,-8979.149,-8977.36,-8977.36,-9211.7,0.08757,0.08757,0.09163,0.06948,0.09163,0.06947
N1.HOG0034600,-25291.69,-25291.69,-25254.44,-25254.44,-25900.75,0.15247,0.15247,0.17379,0.08646,0.17379,0.08647
N1.HOG0034601,-22914.4,-22914.4,-22910.2,-22910.2,-23108.69,0.31111,0.31111,0.33219,0.26656,0.33219,0.26655
N1.HOG0034604,-12380.64,-12380.64,-12371.73,-12371.73,-12547.64,0.22081,0.22081,0.23873,0.15161,0.23873,0.15162
N1.HOG0034606,-14648.04,-14648.04,-14639.45,-14639.45,-14816.14,0.24793,0.24793,0.26693,0.17861,0.26693,0.17861
N1.HOG0034608,-15406.94,-15406.94,-15397.63,-15397.63,-15647.86,0.21923,0.21923,0.24106,0.16217,0.24106,0.16217
N1.HOG0034609,-18501.24,-18501.24,-18497.34,-18497.34,-18842.08,0.13503,0.13503,0.14124,0.10871,0.14124,0.10871
N1.HOG0034611,-10088.55,-10088.55,-10079.43,-10079.43,-10364.41,0.08955,0.08963,0.09953,0.05176,0.09952,0.05175
N1.HOG0034613,-9854.138,-9854.138,-9851.597,-9851.597,-10020.43,0.1167,0.1167,0.12198,0.0874,0.12198,0.0874
N1.HOG0034615,-15280.73,-15280.73,-15280.28,-15280.28,-15577.11,0.13081,0.13081,0.13328,0.12182,0.13328,0.12183
N1.HOG0034618,-8550.711,-8550.711,-8549.741,-8549.741,-8685.476,0.20499,0.20498,0.21312,0.18054,0.21312,0.18054
N1.HOG0034620,-45300.95,-45300.95,-45293.74,-45293.74,-45705.79,0.1878,0.1878,0.1785,0.22077,0.17852,0.22077
N1.HOG0034622,-31203.9,-31203.9,-31199.68,-31199.68,-31441.24,0.38258,0.38258,0.40494,0.34208,0.40494,0.34208
N1.HOG0034623,-13366.67,-13366.67,-13356.32,-13356.32,-13744.09,0.09336,0.09336,0.102,0.05878,0.102,0.05878
N1.HOG0034624,-6233.13,-6233.13,-6232.303,-6232.303,-6330.454,0.1123,0.1123,0.11591,0.09003,0.11592,0.09002
N1.HOG0034626,-23419,-22669.9,-22703.32,-24046.78,-23328.68,0.13599,0.1296,0.14962,0.05494,0.46269,0.45846
N1.HOG0034627,-18383.03,-18383.03,-18365.99,-18365.99,-18588.01,0.25622,0.25622,0.27891,0.16411,0.27891,0.16411
N1.HOG0034628,-21726.95,-21726.95,-21724.16,-21724.16,-22101.37,0.18852,0.18851,0.19646,0.16563,0.19646,0.16563
N1.HOG0034629,-14483.52,-14483.52,-14483.47,-14483.47,-14666.11,0.24975,0.24975,0.24731,0.25399,0.24731,0.25399
N1.HOG0034630,-25166.81,-25166.81,-25159.25,-25159.25,-25616.41,0.13556,0.13556,0.14259,0.10327,0.14259,0.10327
N1.HOG0034636,-42335.1,-42335.1,-42322.49,-42322.49,-42534.62,0.42178,0.42178,0.45193,0.33793,0.45193,0.33793
N1.HOG0034637,-8975.324,-8975.324,-8944.489,-8944.489,-9162.386,0.21697,0.21696,0.26101,0.09385,0.261,0.09385
N1.HOG0034638,-8364.297,-8364.297,-8360.018,-8360.018,-8509.832,0.16165,0.16166,0.17367,0.11718,0.17366,0.11717
N1.HOG0034639,-21229.45,-21229.45,-21229.32,-21229.32,-21506.89,0.19604,0.19604,0.19435,0.20188,0.19435,0.20188
N1.HOG0034640,-8644.189,-8644.189,-8642.601,-8642.601,-8692.293,0.3244,0.3244,0.33856,0.2637,0.33856,0.2637
N1.HOG0034641,-10750.61,-10750.61,-10747.1,-10747.1,-10932.76,0.16861,0.16861,0.17918,0.12982,0.17918,0.12982
N1.HOG0034642,-9088.831,-9088.831,-9088.391,-9088.391,-9139.427,0.23791,0.23791,0.23312,0.26423,0.23312,0.26423
N1.HOG0034643,-40440.72,-40440.72,-40437.38,-40437.38,-40645.31,0.32151,0.32151,0.33269,0.28117,0.33269,0.28117
N1.HOG0034644,-51417.66,-51417.66,-51324.96,-51324.96,-51959.37,0.30333,0.30333,0.35493,0.16479,0.3549,0.16481
N1.HOG0034645,-10992.48,-10992.48,-10989.47,-10989.47,-11146.63,0.201,0.201,0.21156,0.15963,0.21156,0.15967
N1.HOG0034646,-14963.87,-14963.87,-14963.77,-14963.77,-15211.77,0.16123,0.16123,0.16267,0.15612,0.16267,0.15612
N1.HOG0034647,-7508.54,-7508.54,-7507.232,-7507.232,-7672.976,0.10987,0.10987,0.11488,0.0892,0.11489,0.0892
N1.HOG0034649,-14237.23,-14237.23,-14230.13,-14230.13,-14351.8,0.30563,0.30564,0.3303,0.225,0.3303,0.225
N1.HOG0034650,-34590.38,-34590.38,-34521.12,-34521.12,-35093.74,0.19003,0.19002,0.2127,0.08239,0.21269,0.0824
N1.HOG0034651,-17792,-17792,-17783.65,-17783.65,-17974.31,0.25138,0.25138,0.26837,0.18309,0.26837,0.18309
N1.HOG0034652,-10064.08,-10064.08,-10045.98,-10045.98,-10267.84,0.15253,0.1526,0.17115,0.07188,0.17129,0.07203
N1.HOG0034653,-13492.04,-13492.04,-13470.66,-13470.66,-13743.9,0.20118,0.20118,0.2299,0.11768,0.2299,0.11768
N1.HOG0034655,-16697.84,-16697.84,-16692.7,-16692.7,-16900.88,0.18161,0.18161,0.19022,0.13607,0.19022,0.13607
N1.HOG0034656,-33479.72,-33479.72,-33476.7,-33476.7,-34210.88,0.12496,0.12495,0.12931,0.10921,0.12931,0.10922
N1.HOG0034657,-16616.41,-16616.41,-16615.43,-16615.43,-16800.44,0.22049,0.22074,0.22647,0.1995,0.22673,0.19944
N1.HOG0034658,-6226.076,-6226.076,-6224.942,-6224.942,-6281.021,0.20044,0.20044,0.1903,0.23691,0.1903,0.23691
N1.HOG0034661,-29860.03,-29860.03,-29852.1,-29852.1,-30331.15,0.15086,0.15082,0.1582,0.11571,0.15824,0.11557
N1.HOG0034662,-14191.46,-14191.46,-14188.88,-14188.88,-14424.6,0.19268,0.19268,0.20238,0.16385,0.20238,0.16385
N1.HOG0034663,-8878.621,-8878.621,-8872.109,-8872.109,-9081.967,0.12138,0.12138,0.13269,0.07862,0.13269,0.07862
N1.HOG0034664,-10887.31,-10887.31,-10886.54,-10886.54,-10941.39,0.3843,0.3843,0.39686,0.34604,0.39686,0.34604
N1.HOG0034665,-24925.64,-24925.64,-24902.9,-24902.9,-25265.25,0.24333,0.24332,0.27511,0.16576,0.27511,0.16576
N1.HOG0034666,-18042.48,-18042.48,-18022.25,-18022.25,-18303.41,0.32326,0.32325,0.38309,0.24096,0.38309,0.24096
N1.HOG0034668,-22694.09,-22694.09,-22627.45,-22627.45,-23415.82,0.09331,0.0933,0.11153,0.02839,0.11153,0.02839
N1.HOG0034669,-20358.8,-20238.95,-20240.12,-20319.39,-20572.09,0.24314,0.14799,0.15405,0.14036,0.16003,0.30099
N1.HOG0034670,-14642.26,-14642.26,-14637.5,-14637.5,-14924.06,0.13767,0.13767,0.14622,0.10483,0.14622,0.10484
N1.HOG0034671,-10000.6,-10000.6,-9994.522,-9994.522,-10031.5,0.34819,0.34819,0.30549,0.44917,0.30548,0.44917
N1.HOG0034673,-15055.23,-15055.23,-15050.99,-15050.99,-15207.19,0.24994,0.24993,0.26288,0.19737,0.26288,0.19737
N1.HOG0034675,-12402.48,-12402.48,-12357.12,-12357.12,-12718.12,0.13734,0.13734,0.16135,0.04201,0.16135,0.04201
N1.HOG0034676,-24507.61,-24507.61,-24499.59,-24499.59,-24781.04,0.20277,0.20277,0.21263,0.15008,0.21263,0.15008
N1.HOG0034677,-22208.2,-22208.2,-22208.2,-22208.2,-22263.85,0.38371,0.38373,0.38428,0.38156,0.38428,0.3816
N1.HOG0034678,-13631.88,-13631.88,-13606.45,-13606.45,-13874.76,0.19987,0.19987,0.23798,0.10738,0.23798,0.10738
N1.HOG0034680,-12445,-12445,-12442.3,-12442.3,-12547.53,0.3786,0.37859,0.40522,0.3266,0.4052,0.32657
N1.HOG0034681,-19773.53,-19773.53,-19773.39,-19773.39,-19843.69,0.4617,0.4617,0.46911,0.44943,0.46911,0.44943
N1.HOG0034682,-13993.76,-13993.76,-13953.71,-13953.71,-14536.73,0.13048,0.13048,0.17078,0.06891,0.17078,0.06891
N1.HOG0034683,-7209.399,-7209.399,-7208.723,-7208.723,-7339.632,0.25011,0.25011,0.23188,0.26584,0.23188,0.26584
N1.HOG0034684,-6166.446,-6166.446,-6162.628,-6162.628,-6325.717,0.23596,0.23596,0.29457,0.20109,0.29457,0.20111
N1.HOG0034688,-25182.18,-25182.18,-25180.92,-25180.92,-25489.89,0.29488,0.29488,0.30878,0.27793,0.30878,0.27793
N1.HOG0034689,-8118.49,-8118.49,-8114.67,-8114.67,-8388.526,0.16258,0.16258,0.18225,0.13553,0.18225,0.13553
N1.HOG0034690,-18063.73,-18063.73,-18050.41,-18050.41,-18298.18,0.27306,0.27301,0.30471,0.19888,0.30473,0.19888
N1.HOG0034692,-22961.16,-22961.16,-22960.45,-22960.45,-23140.16,0.27215,0.27215,0.27692,0.25223,0.27692,0.25223
N1.HOG0034693,-17721.71,-17721.71,-17721.34,-17721.34,-17810.21,0.34186,0.34185,0.33343,0.35964,0.33342,0.35963
N1.HOG0034694,-30619.59,-30619.59,-30618.59,-30618.59,-30989.65,0.24846,0.24846,0.25489,0.23383,0.25489,0.23383
N1.HOG0034695,-11189.65,-11189.65,-11189.65,-11189.65,-11285.98,0.28097,0.28097,0.28085,0.28135,0.28085,0.28135
N1.HOG0034699,-15192.91,-15192.91,-15190.61,-15190.61,-15336.6,0.32428,0.32428,0.34333,0.28442,0.34333,0.28442
N1.HOG0034704,-26917.87,-26917.87,-26884.17,-26884.17,-27293.14,0.2904,0.2904,0.33144,0.19404,0.33144,0.19404
N1.HOG0034716,-27012.69,-27012.69,-27012.67,-27012.67,-27083.04,0.53052,0.53052,0.52593,0.53533,0.52592,0.53534
N1.HOG0034717,-22141.37,-22141.37,-22141.37,-22141.37,-22421.54,0.30243,0.30243,0.30333,0.30155,0.30333,0.30155
N1.HOG0034720,-41231.75,-41231.75,-41230.83,-41230.83,-41817.25,0.2189,0.2189,0.22337,0.20818,0.22337,0.20818
N1.HOG0034726,-13243.07,-13243.07,-13232.39,-13232.39,-13342.52,0.36184,0.36184,0.39332,0.24448,0.39332,0.24448
N1.HOG0034727,-10976.33,-10976.33,-10974.12,-10974.12,-11082.5,0.27883,0.27883,0.29164,0.23289,0.29164,0.23288
N1.HOG0034728,-28195.2,-28195.2,-28142.73,-28142.73,-28474.88,0.23754,0.23754,0.26147,0.09446,0.26147,0.09446
N1.HOG0034729,-7185.112,-7185.112,-7182.507,-7182.507,-7315.474,0.12822,0.12825,0.13502,0.09292,0.13504,0.09294
N1.HOG0034734,-14735.43,-14735.43,-14731.15,-14731.15,-14912.02,0.23087,0.23087,0.24316,0.18388,0.24316,0.18388
N1.HOG0034735,-13388.39,-13388.39,-13388.37,-13388.37,-13526.67,0.19442,0.19442,0.19361,0.19828,0.19361,0.19825
N1.HOG0034736,-13362.23,-13362.23,-13358.53,-13358.53,-13472.4,0.34032,0.34032,0.36181,0.28163,0.36181,0.28163
N1.HOG0034737,-18325.62,-18325.62,-18325.01,-18325.01,-18588.84,0.17158,0.17158,0.17492,0.15919,0.17492,0.15919
N1.HOG0034738,-11488.23,-11488.23,-11471.28,-11471.28,-11748.49,0.17934,0.17934,0.20426,0.10841,0.20426,0.10841
N1.HOG0034742,-10917.63,-10917.63,-10912.42,-10912.42,-10963.05,0.29991,0.29992,0.31241,0.1788,0.31241,0.17876
N1.HOG0034743,-32486.52,-32117,-32102.19,-32101.15,-32628.77,0.13295,0.11117,0.11837,0.07009,0.117,0.06895
N1.HOG0034744,-19698.24,-19698.38,-19694.14,-20497.57,-21038.67,0.2168,0.21852,0.25131,0.15474,0.4891,0.48997
N1.HOG0034746,-35429.81,-35429.81,-35390.13,-35390.13,-36102.3,0.16832,0.16829,0.18548,0.09975,0.18548,0.09976
N1.HOG0034747,-18361.72,-18361.72,-18358.26,-18358.26,-18459.52,0.33461,0.33461,0.34835,0.2712,0.34835,0.2712
N1.HOG0034748,-19996.85,-19996.85,-19971.28,-19971.28,-20274.24,0.24105,0.24105,0.27101,0.14582,0.27101,0.14582
N1.HOG0034749,-9588.071,-9588.072,-9579.022,-9579.023,-9682.505,0.25893,0.25895,0.28276,0.159,0.28265,0.15905
N1.HOG0034750,-12144.21,-12144.21,-12135.69,-12135.69,-12339.16,0.18413,0.18413,0.19939,0.12482,0.19939,0.12482
N1.HOG0034752,-12914.16,-12914.16,-12912.13,-12912.13,-13043.96,0.19082,0.19082,0.19738,0.15407,0.19738,0.15407
N1.HOG0034753,-7681.853,-7681.853,-7678.245,-7678.245,-7760.845,0.25323,0.25323,0.27072,0.18653,0.27072,0.18653
N1.HOG0034754,-46430.07,-46430.07,-46416.01,-46416.01,-47364.79,0.14397,0.14405,0.15321,0.11469,0.15308,0.11436
N1.HOG0034755,-31882.47,-31882.47,-31880.99,-31880.99,-32065.81,0.38876,0.38876,0.40105,0.36085,0.40105,0.36085
N1.HOG0034756,-27973.05,-27973.05,-27967.32,-27967.32,-28135.83,0.26131,0.26131,0.27301,0.20264,0.27301,0.20262
N1.HOG0034757,-7625.745,-7625.745,-7625.74,-7625.74,-7740.726,0.10692,0.10692,0.1072,0.10544,0.1072,0.10543
N1.HOG0034759,-9159.277,-8510.592,-9058.314,-8518.375,-8658.015,1e-04,0.03961,1e-04,0.04629,0.0344,0.04936
N1.HOG0034763,-15896.96,-15896.96,-15886.79,-15886.79,-16332.63,0.1592,0.1592,0.1775,0.12013,0.17749,0.12014
N1.HOG0034764,-36064.66,-36064.66,-36004.83,-36004.83,-36723.27,0.17208,0.17208,0.19448,0.08503,0.19448,0.08503
N1.HOG0034765,-22646.68,-22646.68,-22640.65,-22640.65,-22812.19,0.33321,0.33321,0.35296,0.27117,0.35296,0.27116
N1.HOG0034767,-24501.99,-24501.99,-24501.76,-24501.76,-24703.38,0.24868,0.24866,0.25126,0.23891,0.25125,0.23889
N1.HOG0034768,-7207.336,-7207.336,-7207.305,-7207.305,-7284.307,0.21229,0.2123,0.2137,0.20656,0.21371,0.20647
N1.HOG0034769,-26974.37,-26974.37,-26911.28,-26911.28,-27299.04,0.30958,0.30958,0.36835,0.16311,0.36835,0.16311
N1.HOG0034771,-21787.01,-21787.01,-21778.01,-21778.01,-21936.69,0.2844,0.2844,0.30048,0.20307,0.30048,0.20307
